ID,Cultural_Identity,Gender,Country_Region,Undergrad_Degree,Years_Work_Experience,Analytics_Work_Experience,Strength_of_Recommendation,Standardized_Test_Score,Legacy_Admission,Mission_Statement,Admitted
677,Asian,Male,APAC,Math + Statistics,-2.69,0.5833657685,4.10,1.4905664482,0,I wanna join your program cuz I love data and analytics. It's good for me.,0
678,Asian,Female,APAC,Other,-3.61,0.2990933799,4.14,-0.171734237,0,,0
679,"White, Non-Hispanic",Female,Americas,Analytics,5.29,0,3.48,0.5860528651,0,I believe this program can help me achieve my goals in data analysis.,0
680,Asian,Female,APAC,Analytics,0.00,0,5.00,0.7243844583,0,I was told to go to grad school or get a job. Please let me join your program so I don't need a job.,0
681,"White, Non-Hispanic",Male,EMEA,Other,-1.82,3.5596657869,4.81,0.3619120095,0,"I want to develop my skills in data analysis, and this program seems like a good fit.",0
682,Asian,Male,APAC,Other,-0.11,0,2.70,0.6387142281,0,Your program is good and I wanna join. I love analytics and data.,0
683,"White, Non-Hispanic",Male,Americas,Economics,-2.68,0,1.97,0.7255996963,0,"I am eager to enhance my data analytics skills through your program, combining my background in economics with advanced analytical techniques to drive impactful business decisions.",1
684,Asian,Male,APAC,Other,0.00,0,3.61,0.2757194918,0,I wanna join becuz I love numbers. This program looks cool and I think I can do well.,0
685,Hispanic,Male,EMEA,Math + Statistics,-0.12,0.368870713,4.84,-1.216474779,0,I wanna join because numbers are fun. This program seems cool and I think I can do good.,0
686,Asian,Male,APAC,Math + Statistics,0.36,0.8957262421,3.13,-0.822148831,0,,0
687,Other,Female,Americas,Other,-0.51,11.926981906,3.81,-1.808094925,0,,0
688,"White, Non-Hispanic",Male,EMEA,Math + Statistics,1.02,2.1066648531,3.31,0.4733421403,0,"I am enthusiastic about joining the Master of Analytics program as someone who excels at solving complex problems. My academic background in mathematics and statistics, combined with my analytical experience, makes me a strong candidate. I am driven by a passion for using data to uncover insights and inform strategic decisions.",1
689,"White, Non-Hispanic",Female,Americas,Other,-3.60,0,3.72,2.465274583,0,Your program seems like it can help me achieve my career goals in data analysis.,0
690,"White, Non-Hispanic",Male,EMEA,Other,-0.58,1.6650020398,2.05,-0.274537924,0,"I like analytics, so I guess your program could be good for me.",0
691,Asian,Female,APAC,Math + Statistics,2.56,0,4.86,-0.160479324,0,,0
692,"White, Non-Hispanic",Female,EMEA,Math + Statistics,-2.04,0,3.19,-1.844555523,0,This program offers the right mix of coursework and hands-on experience that I need to improve my analytics skills.,0
693,"White, Non-Hispanic",Male,Americas,Analytics,3.68,0,2.51,0.5000811862,0,"I want to develop my skills in analytics, and your program seems like a good fit.",0
694,Other,Male,APAC,Math + Statistics,7.41,1.0695609627,1.83,-0.168641006,0,Your program is perfect for me becuz I want to learn analytics and get a job.,0
695,Asian,Male,APAC,Other,0.00,0,3.27,1.4103931217,0,I am excited to join your program to explore new methodologies in data analytics and apply them to solve complex business problems.,0
696,Asian,Female,APAC,Economics,0.00,0,2.66,0.780038217,0,"Your program’s focus on data-driven decision-making aligns with my career aspirations, and I am eager to learn advanced analytical techniques to drive strategic decisions.",0
697,"Black, Non-Hispanic",Female,Americas,Information Sciences,2.79,0.8733172158,4.54,0.771030643,1,"I aim to develop my expertise in data warehousing through your program’s specialized coursework, enabling me to manage and analyze large datasets effectively.",1
698,Other,Female,Americas,Other,3.49,0.6184102385,2.71,0.8070327701,0,I believe your program can help me gain a better understanding of analytics.,0
699,"White, Non-Hispanic",Male,EMEA,Information Sciences,10.03,0.4298025988,4.81,-0.524513067,0,I think this program offers the right courses for my career goals in data analysis.,0
700,"White, Non-Hispanic",Female,EMEA,Math + Statistics,1.77,1.3237747566,2.89,-0.094750923,1,,0
701,Asian,Female,APAC,Economics,9.55,0,3.98,-0.038161825,0,I believe this program can help me enhance my abilities in data analysis.,0
702,Asian,Female,APAC,Math + Statistics,0.00,0,3.98,0.1152461005,1,My experience in data analysis and my passion for predictive modeling make the Master of Analytics program an ideal fit for me. I look forward to learning from esteemed faculty and contributing to impactful projects.,1
703,"White, Non-Hispanic",Female,Americas,Other,0.00,0,2.54,0.3550567186,0,"Data are awesome.  And I want to earn lots of money. Let me join your program, please!",0
704,Asian,Male,APAC,Other,1.07,0,2.15,1.8680644669,1,I am excited about the chance to develop my analytics skills through your program.,0
705,"White, Non-Hispanic",Female,Americas,Analytics,0.99,0.567549839,2.95,1.76497727,0,Your program’s interdisciplinary approach will allow me to integrate data analytics with my background in business. This holistic perspective will enhance my ability to develop effective analytical solutions.,1
706,"White, Non-Hispanic",Female,Americas,Information Sciences,-3.58,1.3101862142,4.02,0.4386708327,0,I am eager to join your program to gain a deeper understanding of data analysis.,0
707,Asian,Female,APAC,Other,0.47,0,3.17,-0.107965481,0,I think your program is perfect for me to learn more about analytics.,0
708,"White, Non-Hispanic",Female,Americas,Economics,-2.95,0.1844960106,2.85,-0.625388119,0,"My background includes data analysis, and I am keen to expand my understanding.",0
709,"Black, Non-Hispanic",Male,Americas,Other,-4.99,0,4.09,0.0590772252,0,I think analytics is fun so I wanna join your good program.,0
710,Asian,Male,APAC,Other,0.00,0,3.69,1.1098454493,0,"Analytics is fun, and I want to join your good program.",0
711,Asian,Female,APAC,Math + Statistics,0.70,0.511068515,2.29,0.7174820652,0,Your program seems to offer the right opportunities for me to grow in data analysis.,0
712,Asian,Male,APAC,Other,1.33,0.6900366851,3.21,-0.134399335,0,My goal is to use data to drive business growth. The Master of Analytics program's focus on practical experience and industry partnerships will help me achieve this.,0
713,Asian,Female,Americas,Analytics,-3.27,3.3049308486,3.17,-1.372849954,0,,0
714,Asian,Female,APAC,Analytics,6.53,1.546682887,3.07,-0.685367197,0,I aim to leverage your program’s focus on hands-on learning to gain practical experience in data analytics and apply it to drive business success.,0
715,Hispanic,Female,Americas,Math + Statistics,-0.10,1.3150339008,2.83,1.5316872824,0,Your program seems to offer the right curriculum for my career goals in analytics.,0
716,Asian,Male,Americas,Other,-0.00,0,1.82,-0.128639629,0,,0
717,"Black, Non-Hispanic",Male,Americas,Information Sciences,0.00,0,4.20,-0.236314224,0,I want to enhance my data analysis skills and believe this program will provide the right training.,0
718,Asian,Male,APAC,Other,2.93,0,2.77,-0.075605472,0,"I like analytics and your program looks good, so I wanna join.",0
719,Hispanic,Male,EMEA,Analytics,-0.13,4.3772544754,3.85,2.4281304828,0,I am eager to explore the latest advancements in data analytics through your program’s cutting-edge curriculum. Staying ahead of industry trends and technologies is crucial for developing innovative solutions.,1
720,Asian,Female,APAC,Math + Statistics,5.07,0,2.16,-0.442483188,0,"With a strong foundation in mathematics and statistics, I am eager to join your program to develop my analytical skills and contribute to solving complex problems in various industries.",0
721,Asian,Male,APAC,Other,0.63,1.5678527741,3.44,-0.859167302,0,I wanna join your program cuz I like data and analytics is cool.,0
722,Asian,Male,APAC,Math + Statistics,0.13,3.0605459709,3.66,0.1173009227,0,You should let me into your program because I'm awesome.,0
723,Asian,Female,APAC,Math + Statistics,0.42,0.9884838815,2.79,-0.457688108,0,I think anklalytics is intedresting and I want to join your program.,0
724,"White, Non-Hispanic",Female,Americas,Analytics,2.83,0,3.26,0.7244573669,0,I aim to leverage your program’s focus on hands-on learning to gain practical experience in data analytics and apply it to drive business success.,1
725,"White, Non-Hispanic",Male,Americas,Math + Statistics,1.83,0,4.04,-0.870212403,0,"With a strong foundation in mathematics and statistics, I am eager to join your program to develop my analytical skills and contribute to solving complex problems in various industries.",1
726,Asian,Female,Americas,Math + Statistics,8.31,1.2448144997,4.11,-0.445620329,1,,0
727,Asian,Female,APAC,Economics,0.92,0,3.08,1.0737498287,1,"With a degree in economics and a passion for data analysis, I am eager to join your program to gain advanced skills in analytics and contribute to solving complex business problems.",1
728,Asian,Female,APAC,Math + Statistics,-0.72,0,4.68,0.1054387319,0,I am excited to join your program to gain a deeper understanding of advanced analytical techniques and apply them to real-world challenges in the tech industry.,0
729,Asian,Male,Americas,Economics,0.38,0.9539261713,2.39,-0.381591841,0,,0
730,"White, Non-Hispanic",Male,EMEA,Economics,-0.10,0.3822855812,3.06,1.2731275845,0,I am excited to join your program to deepen my understanding of advanced analytical techniques and apply them to real-world challenges in the healthcare industry.,1
731,Asian,Male,APAC,Math + Statistics,0.00,1.0883770926,3.71,-1.212701368,0,I believe this program can help me gain a better understanding of analytics.,0
732,Asian,Male,APAC,Economics,3.90,4.7715695137,4.70,0.7737649269,0,Your program looks like it can help me transition into a career in analytics.,0
733,Asian,Female,APAC,Information Sciences,2.44,0.4417709467,3.23,0.3166600027,0,I aim to leverage your program’s resources to stay updated with the latest trends in data analytics. Continuous learning and adaptation are essential for staying relevant in the fast-paced field of data science.,0
734,Asian,Male,APAC,Math + Statistics,-1.54,3.9554121713,3.96,0.0137419646,0,I believe your program offers the right balance of coursework and hands-on experience.,0
735,"White, Non-Hispanic",Male,EMEA,Math + Statistics,5.72,0,5.00,0.3851479684,0,Your program’s commitment to excellence aligns with my goal of becoming a proficient data analyst. The program’s rigorous training and industry connections will provide the foundation for a successful career.,1
736,Hispanic,Female,Americas,Other,-0.68,0,3.41,-1.660689424,0,,0
737,"White, Non-Hispanic",Female,EMEA,Math + Statistics,0.00,0,4.39,0.6360884493,0,"As someone who thrives on solving complex problems, I am excited to join the Master of Analytics program. My academic background in math and statistics, combined with my analytical experience, makes me a strong fit for this program. I am passionate about using data to uncover insights and drive strategic decisions.",1
738,Asian,Male,APAC,Information Sciences,-0.18,0.5366123065,3.28,-0.158560042,1,I have some background in data analysis and want to expand my skills with this program.,0
739,Asian,Male,APAC,Math + Statistics,-2.35,4.6085119941,3.56,-0.299896511,0,,0
740,Asian,Male,EMEA,Other,4.87,0.7088386652,1.87,0.6472432741,0,Wanna join cuz I like numbers. Program looks cool and I can do good.,0
741,"Black, Non-Hispanic",Male,Americas,Economics,0.00,0,3.87,2.2620478255,0,Your program looks like a good opportunity for me to enhance my knowledge in analytics.,0
742,"Black, Non-Hispanic",Male,Americas,Other,-7.90,0.8885523854,2.84,-1.071348346,0,,0
743,Asian,Female,APAC,Math + Statistics,-4.33,0.4251107637,3.84,-0.953159488,0,Your program looks like it can help me advance my career in analytics.,0
744,Other,Male,APAC,Analytics,-0.65,0.2010142475,3.43,-1.161356586,0,Your program’s focus on practical experience will prepare me to tackle real-world challenges in data analytics and make a meaningful impact in my future career.,0
